date,url,year,house
1999-10-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-10-18/toc_unixml/senate%201999-10-18.xml;fileType=text%2Fxml,1999,senate
1999-10-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-10-19/toc_unixml/senate%201999-10-19.xml;fileType=text%2Fxml,1999,senate
1999-10-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-10-20/toc_unixml/senate%201999-10-20.xml;fileType=text%2Fxml,1999,senate
1999-10-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-10-21/toc_unixml/senate%201999-10-21.xml;fileType=text%2Fxml,1999,senate
1999-11-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-22/toc_unixml/senate%201999-11-22.xml;fileType=text%2Fxml,1999,senate
1999-11-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-23/toc_unixml/senate%201999-11-23.xml;fileType=text%2Fxml,1999,senate
1999-11-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-24/toc_unixml/senate%201999-11-24.xml;fileType=text%2Fxml,1999,senate
1999-11-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-25/toc_unixml/senate%201999-11-25.xml;fileType=text%2Fxml,1999,senate
1999-11-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-26/toc_unixml/senate%201999-11-26.xml;fileType=text%2Fxml,1999,senate
1999-11-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-29/toc_unixml/senate%201999-11-29.xml;fileType=text%2Fxml,1999,senate
1999-11-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-11-30/toc_unixml/senate%201999-11-30.xml;fileType=text%2Fxml,1999,senate
1999-12-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-12-06/toc_unixml/senate%201999-12-06.xml;fileType=text%2Fxml,1999,senate
1999-12-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-12-07/toc_unixml/senate%201999-12-07.xml;fileType=text%2Fxml,1999,senate
1999-12-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-12-08/toc_unixml/senate%201999-12-08.xml;fileType=text%2Fxml,1999,senate
1999-12-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1999-12-09/toc_unixml/senate%201999-12-09.xml;fileType=text%2Fxml,1999,senate
2000-02-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-02-15/toc_unixml/160-5316.xml;fileType=text%2Fxml,2000,senate
2000-02-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-02-16/toc_unixml/167-5425.xml;fileType=text%2Fxml,2000,senate
2000-02-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-02-17/toc_unixml/172-5267.xml;fileType=text%2Fxml,2000,senate
2000-03-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-06/toc_unixml/215-5460.xml;fileType=text%2Fxml,2000,senate
2000-03-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-07/toc_unixml/220-5234.xml;fileType=text%2Fxml,2000,senate
2000-03-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-08/toc_unixml/222-5261.xml;fileType=text%2Fxml,2000,senate
2000-03-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-09/toc_unixml/228-5240.xml;fileType=text%2Fxml,2000,senate
2000-03-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-13/toc_unixml/240-5253.xml;fileType=text%2Fxml,2000,senate
2000-03-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-14/toc_unixml/248-5244.xml;fileType=text%2Fxml,2000,senate
2000-03-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-15/toc_unixml/255-5250.xml;fileType=text%2Fxml,2000,senate
2000-03-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-03-16/toc_unixml/263-5474.xml;fileType=text%2Fxml,2000,senate
2000-04-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-03/toc_unixml/313-5429.xml;fileType=text%2Fxml,2000,senate
2000-04-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-04/toc_unixml/317-5424.xml;fileType=text%2Fxml,2000,senate
2000-04-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-05/toc_unixml/322-5426.xml;fileType=text%2Fxml,2000,senate
2000-04-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-06/toc_unixml/328-5410.xml;fileType=text%2Fxml,2000,senate
2000-04-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-10/toc_unixml/339-5389.xml;fileType=text%2Fxml,2000,senate
2000-04-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-11/toc_unixml/345-5376.xml;fileType=text%2Fxml,2000,senate
2000-04-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-12/toc_unixml/349-5371.xml;fileType=text%2Fxml,2000,senate
2000-04-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-04-13/toc_unixml/355-5344.xml;fileType=text%2Fxml,2000,senate
2000-05-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-05-09/toc_unixml/400-5653.xml;fileType=text%2Fxml,2000,senate
2000-05-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-05-10/toc_unixml/404-5474.xml;fileType=text%2Fxml,2000,senate
2000-05-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-05-11/toc_unixml/407-4653.xml;fileType=text%2Fxml,2000,senate
2000-06-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-05/toc_unixml/483-3465.xml;fileType=text%2Fxml,2000,senate
2000-06-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-06/toc_unixml/486-2716.xml;fileType=text%2Fxml,2000,senate
2000-06-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-07/toc_unixml/491-2737.xml;fileType=text%2Fxml,2000,senate
2000-06-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-08/toc_unixml/497-2656.xml;fileType=text%2Fxml,2000,senate
2000-06-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-19/toc_unixml/3461-1.xml;fileType=text%2Fxml,2000,senate
2000-06-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-20/toc_unixml/522-2395.xml;fileType=text%2Fxml,2000,senate
2000-06-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-21/toc_unixml/525-2347.xml;fileType=text%2Fxml,2000,senate
2000-06-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-22/toc_unixml/529-2445.xml;fileType=text%2Fxml,2000,senate
2000-06-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-26/toc_unixml/537-2273.xml;fileType=text%2Fxml,2000,senate
2000-06-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-27/toc_unixml/543-2959.xml;fileType=text%2Fxml,2000,senate
2000-06-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-28/toc_unixml/547-2940.xml;fileType=text%2Fxml,2000,senate
2000-06-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-06-29/toc_unixml/550-2931.xml;fileType=text%2Fxml,2000,senate
2000-08-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-14/toc_unixml/613-2.xml;fileType=text%2Fxml,2000,senate
2000-08-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-15/toc_unixml/619-2.xml;fileType=text%2Fxml,2000,senate
2000-08-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-16/toc_unixml/624-2.xml;fileType=text%2Fxml,2000,senate
2000-08-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-17/toc_unixml/627-2.xml;fileType=text%2Fxml,2000,senate
2000-08-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-28/toc_unixml/650-2.xml;fileType=text%2Fxml,2000,senate
2000-08-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-29/toc_unixml/657-2.xml;fileType=text%2Fxml,2000,senate
2000-08-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-30/toc_unixml/658-5.xml;fileType=text%2Fxml,2000,senate
2000-08-31,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-08-31/toc_unixml/662-3.xml;fileType=text%2Fxml,2000,senate
2000-09-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-09-04/toc_unixml/672-1239.xml;fileType=text%2Fxml,2000,senate
2000-09-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-09-05/toc_unixml/677-1168.xml;fileType=text%2Fxml,2000,senate
2000-09-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-09-06/toc_unixml/681-1110.xml;fileType=text%2Fxml,2000,senate
2000-09-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-09-07/toc_unixml/683-5.xml;fileType=text%2Fxml,2000,senate
2000-10-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-03/toc_unixml/725-2.xml;fileType=text%2Fxml,2000,senate
2000-10-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-04/toc_unixml/727-2.xml;fileType=text%2Fxml,2000,senate
2000-10-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-05/toc_unixml/730-2.xml;fileType=text%2Fxml,2000,senate
2000-10-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-09/toc_unixml/738-2.xml;fileType=text%2Fxml,2000,senate
2000-10-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-10/toc_unixml/743-2.xml;fileType=text%2Fxml,2000,senate
2000-10-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-11/toc_unixml/747-2.xml;fileType=text%2Fxml,2000,senate
2000-10-12,,2000,senate
2000-10-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-30/toc_unixml/779-2.xml;fileType=text%2Fxml,2000,senate
2000-10-31,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-10-31/toc_unixml/782-2.xml;fileType=text%2Fxml,2000,senate
2000-11-01,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-01/toc_unixml/792-2.xml;fileType=text%2Fxml,2000,senate
2000-11-02,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-02/toc_unixml/796-2.xml;fileType=text%2Fxml,2000,senate
2000-11-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-06/toc_unixml/804-736.xml;fileType=text%2Fxml,2000,senate
2000-11-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-07/toc_unixml/809-736.xml;fileType=text%2Fxml,2000,senate
2000-11-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-08/toc_unixml/812-726.xml;fileType=text%2Fxml,2000,senate
2000-11-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-09/toc_unixml/815-729.xml;fileType=text%2Fxml,2000,senate
2000-11-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-10/toc_unixml/816-729.xml;fileType=text%2Fxml,2000,senate
2000-11-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-27/toc_unixml/868-654.xml;fileType=text%2Fxml,2000,senate
2000-11-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-28/toc_unixml/874-654.xml;fileType=text%2Fxml,2000,senate
2000-11-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-29/toc_unixml/878-655.xml;fileType=text%2Fxml,2000,senate
2000-11-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-11-30/toc_unixml/885-657.xml;fileType=text%2Fxml,2000,senate
2000-12-01,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-12-01/toc_unixml/886-645.xml;fileType=text%2Fxml,2000,senate
2000-12-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-12-04/toc_unixml/893-626.xml;fileType=text%2Fxml,2000,senate
2000-12-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-12-05/toc_unixml/899-622.xml;fileType=text%2Fxml,2000,senate
2000-12-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-12-06/toc_unixml/901-623.xml;fileType=text%2Fxml,2000,senate
2000-12-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2000-12-07/toc_unixml/911-631.xml;fileType=text%2Fxml,2000,senate
2001-02-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-02-06/toc_unixml/939-268.xml;fileType=text%2Fxml,2001,senate
2001-02-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-02-07/toc_unixml/944-251.xml;fileType=text%2Fxml,2001,senate
2001-02-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-02-08/toc_unixml/945-253.xml;fileType=text%2Fxml,2001,senate
2001-02-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-02-26/toc_unixml/1021-50.xml;fileType=text%2Fxml,2001,senate
2001-02-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-02-27/toc_unixml/1027-633.xml;fileType=text%2Fxml,2001,senate
2001-02-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-02-28/toc_unixml/1032-42.xml;fileType=text%2Fxml,2001,senate
2001-03-01,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-01/toc_unixml/1036-631.xml;fileType=text%2Fxml,2001,senate
2001-03-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-05/toc_unixml/1048-60.xml;fileType=text%2Fxml,2001,senate
2001-03-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-06/toc_unixml/1052-47.xml;fileType=text%2Fxml,2001,senate
2001-03-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-07/toc_unixml/1058-52.xml;fileType=text%2Fxml,2001,senate
2001-03-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-08/toc_unixml/1066-44.xml;fileType=text%2Fxml,2001,senate
2001-03-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-26/toc_unixml/1122-58.xml;fileType=text%2Fxml,2001,senate
2001-03-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-27/toc_unixml/1130-538.xml;fileType=text%2Fxml,2001,senate
2001-03-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-28/toc_unixml/1131-47.xml;fileType=text%2Fxml,2001,senate
2001-03-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-03-29/toc_unixml/1144-36.xml;fileType=text%2Fxml,2001,senate
2001-04-02,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-04-02/toc_unixml/1163-33.xml;fileType=text%2Fxml,2001,senate
2001-04-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-04-03/toc_unixml/1175-76.xml;fileType=text%2Fxml,2001,senate
2001-04-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-04-04/toc_unixml/1187-186.xml;fileType=text%2Fxml,2001,senate
2001-04-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-04-05/toc_unixml/1193-490.xml;fileType=text%2Fxml,2001,senate
2001-05-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-05-09/toc_unixml/1240-1.xml;fileType=text%2Fxml,2001,senate
2001-05-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-05-10/toc_unixml/1248-7.xml;fileType=text%2Fxml,2001,senate
2001-05-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-05-22/toc_unixml/1265-108.xml;fileType=text%2Fxml,2001,senate
2001-05-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-05-23/toc_unixml/1275-113.xml;fileType=text%2Fxml,2001,senate
2001-05-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-05-24/toc_unixml/1279-105.xml;fileType=text%2Fxml,2001,senate
2001-06-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-18/toc_unixml/1345-83.xml;fileType=text%2Fxml,2001,senate
2001-06-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-19/toc_unixml/1350-62.xml;fileType=text%2Fxml,2001,senate
2001-06-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-20/toc_unixml/1352-50.xml;fileType=text%2Fxml,2001,senate
2001-06-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-21/toc_unixml/1357-49.xml;fileType=text%2Fxml,2001,senate
2001-06-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-25/toc_unixml/1368-113.xml;fileType=text%2Fxml,2001,senate
2001-06-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-26/toc_unixml/1374-112.xml;fileType=text%2Fxml,2001,senate
2001-06-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-27/toc_unixml/1384-108.xml;fileType=text%2Fxml,2001,senate
2001-06-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-06-28/toc_unixml/1387-96.xml;fileType=text%2Fxml,2001,senate
2001-08-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-06/toc_unixml/1449-2.xml;fileType=text%2Fxml,2001,senate
2001-08-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-08/toc_unixml/1459-4.xml;fileType=text%2Fxml,2001,senate
2001-08-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-09/toc_unixml/1465-3.xml;fileType=text%2Fxml,2001,senate
2001-08-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-20/toc_unixml/1477-7.xml;fileType=text%2Fxml,2001,senate
2001-08-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-21/toc_unixml/1483-10.xml;fileType=text%2Fxml,2001,senate
2001-08-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-22/toc_unixml/1486-4.xml;fileType=text%2Fxml,2001,senate
2001-08-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-23/toc_unixml/1492-4.xml;fileType=text%2Fxml,2001,senate
2001-08-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-27/toc_unixml/1500-2.xml;fileType=text%2Fxml,2001,senate
2001-08-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-28/toc_unixml/1503-3.xml;fileType=text%2Fxml,2001,senate
2001-08-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-29/toc_unixml/1508-4.xml;fileType=text%2Fxml,2001,senate
2001-08-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-08-30/toc_unixml/1511-3.xml;fileType=text%2Fxml,2001,senate
2001-09-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-17/toc_unixml/1535-4.xml;fileType=text%2Fxml,2001,senate
2001-09-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-18/toc_unixml/1538-8.xml;fileType=text%2Fxml,2001,senate
2001-09-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-19/toc_unixml/1540-5.xml;fileType=text%2Fxml,2001,senate
2001-09-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-20/toc_unixml/1543-7.xml;fileType=text%2Fxml,2001,senate
2001-09-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-24/toc_unixml/1552-6.xml;fileType=text%2Fxml,2001,senate
2001-09-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-25/toc_unixml/1558-7.xml;fileType=text%2Fxml,2001,senate
2001-09-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-26/toc_unixml/1560-9.xml;fileType=text%2Fxml,2001,senate
2001-09-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2001-09-27/toc_unixml/1563-12.xml;fileType=text%2Fxml,2001,senate
2002-02-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-02-12/toc_unixml/1583-5.xml;fileType=text%2Fxml,2002,senate
2002-02-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-02-13/toc_unixml/1584-7.xml;fileType=text%2Fxml,2002,senate
2002-02-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-02-14/toc_unixml/1587-5.xml;fileType=text%2Fxml,2002,senate
2002-03-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-11/toc_unixml/1614-2.xml;fileType=text%2Fxml,2002,senate
2002-03-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-12/toc_unixml/1616-2.xml;fileType=text%2Fxml,2002,senate
2002-03-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-13/toc_unixml/1619-3.xml;fileType=text%2Fxml,2002,senate
2002-03-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-14/toc_unixml/1623-5.xml;fileType=text%2Fxml,2002,senate
2002-03-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-19/toc_unixml/1627-4.xml;fileType=text%2Fxml,2002,senate
2002-03-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-20/toc_unixml/1631-6.xml;fileType=text%2Fxml,2002,senate
2002-03-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-03-21/toc_unixml/1634-3.xml;fileType=text%2Fxml,2002,senate
2002-05-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-05-14/toc_unixml/1695-3.xml;fileType=text%2Fxml,2002,senate
2002-05-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-05-15/toc_unixml/1697-3.xml;fileType=text%2Fxml,2002,senate
2002-05-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-05-16/toc_unixml/1699-3.xml;fileType=text%2Fxml,2002,senate
2002-06-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-17/toc_unixml/1762-2.xml;fileType=text%2Fxml,2002,senate
2002-06-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-18/toc_unixml/1769-3.xml;fileType=text%2Fxml,2002,senate
2002-06-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-19/toc_unixml/1775-5.xml;fileType=text%2Fxml,2002,senate
2002-06-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-20/toc_unixml/1776-3.xml;fileType=text%2Fxml,2002,senate
2002-06-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-24/toc_unixml/1786-3.xml;fileType=text%2Fxml,2002,senate
2002-06-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-25/toc_unixml/1794-3.xml;fileType=text%2Fxml,2002,senate
2002-06-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-26/toc_unixml/1796-4.xml;fileType=text%2Fxml,2002,senate
2002-06-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-06-27/toc_unixml/1801-5.xml;fileType=text%2Fxml,2002,senate
2002-08-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-19/toc_unixml/1870-2.xml;fileType=text%2Fxml,2002,senate
2002-08-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-20/toc_unixml/1874-4.xml;fileType=text%2Fxml,2002,senate
2002-08-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-21/toc_unixml/1879-6.xml;fileType=text%2Fxml,2002,senate
2002-08-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-22/toc_unixml/1884-3.xml;fileType=text%2Fxml,2002,senate
2002-08-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-26/toc_unixml/1892-2.xml;fileType=text%2Fxml,2002,senate
2002-08-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-27/toc_unixml/1899-4.xml;fileType=text%2Fxml,2002,senate
2002-08-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-28/toc_unixml/1904-4.xml;fileType=text%2Fxml,2002,senate
2002-08-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-08-29/toc_unixml/1908-2.xml;fileType=text%2Fxml,2002,senate
2002-09-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-16/toc_unixml/1933-2.xml;fileType=text%2Fxml,2002,senate
2002-09-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-17/toc_unixml/1939-2.xml;fileType=text%2Fxml,2002,senate
2002-09-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-18/toc_unixml/1942-3.xml;fileType=text%2Fxml,2002,senate
2002-09-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-19/toc_unixml/1945-2.xml;fileType=text%2Fxml,2002,senate
2002-09-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-23/toc_unixml/1955-2.xml;fileType=text%2Fxml,2002,senate
2002-09-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-24/toc_unixml/1962-2.xml;fileType=text%2Fxml,2002,senate
2002-09-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-25/toc_unixml/1965-3.xml;fileType=text%2Fxml,2002,senate
2002-09-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-09-26/toc_unixml/1967-3.xml;fileType=text%2Fxml,2002,senate
2002-10-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-10-14/toc_unixml/2006-2.xml;fileType=text%2Fxml,2002,senate
2002-10-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-10-15/toc_unixml/2013-2.xml;fileType=text%2Fxml,2002,senate
2002-10-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/2002-10-16/toc_unixml/2017-2.xml;fileType=text%2Fxml,2002,senate
